-1579.58166848766,248.277045590651,-646.084882148921
-1590.71718442772,246.579994912687,-636.906955867591
-1601.84968537935,244.852661985211,-627.72621693322
-1612.97905577067,243.095030587144,-618.542680162899
-1624.10518017871,241.307085273957,-609.356362753679
-1635.22794341217,239.488811386514,-600.167284225818
-1646.34723058666,237.640195061231,-590.975466365845
-1657.46292719568,235.761223215458,-581.780933166364
-1668.57491918004,233.851883562458,-572.583710766118
-1679.68309299184,231.912164611712,-563.383827388444
